path	sha256	author	source_or_derivation	license	license_url	avatar_permission	commercial_usage	redistribution	modification	credit_notation	allow_excessively_violent_usage	allow_excessively_sexual_usage	allow_political_or_religious_usage	allow_antisocial_or_hate_usage
viewer/src/assets/khr-character-example.glb	3de7570f5b7c76472e8e9d6b707304cd69bb01b4d908737a46158a19bbe3a66b	0b5vr	Converted by 0b5vr from a VRM 1.0 source model; original source location is not recorded in this repository.	LicenseRef-VRM-1.0	https://vrm.dev/licenses/1.0/	everyone	personalNonProfit	true	allowModificationRedistribution	unnecessary	false	false	false	false
